features,1_fold_column_mean,1_fold_column_std,2_fold_column_mean,2_fold_column_std,3_fold_column_mean,3_fold_column_std,4_fold_column_mean,4_fold_column_std,5_fold_column_mean,5_fold_column_std
"heartrate__fft_coefficient__attr_""imag""__coeff_37",0.9492383328873474,56.27856066813993,1.3695977753065212,57.754837464012546,0.9328289071860074,58.15179358642894,1.397275535611859,58.98987970090492,2.1809072444829005,57.34827124208767
"heartrate__fft_coefficient__attr_""imag""__coeff_38",0.8473531898313321,58.398201696406296,1.210875366835722,57.78375392897743,0.7110219319642384,57.98915150038928,1.1694583211490142,59.42999252009214,1.3796603666503775,56.96076772797765
"heartrate__fft_coefficient__attr_""imag""__coeff_39",0.7146665993429303,58.77618167791967,1.3086052653065412,57.7155925255809,0.7830195412330231,58.02027639233409,1.2383630579091376,58.69050084772249,1.7288306260306965,54.10902146038126
"heartrate__fft_coefficient__attr_""imag""__coeff_4",7.140795556599196,306.66766714750304,11.366580344477287,311.00869972319185,8.676213563779832,298.47445535588935,9.170606356177887,310.9150209035086,14.639944688853458,303.9141110297426
"heartrate__fft_coefficient__attr_""imag""__coeff_40",0.13995689797377403,57.579535486798726,0.9891058690394272,56.278150710015495,0.4693713456028952,56.82129211826035,0.9861551706560948,58.85242502154542,1.2004934405966423,55.223158018520444
"heartrate__fft_coefficient__attr_""imag""__coeff_41",-0.5829700009748876,55.62291840513088,0.5763838765040695,53.84077836337841,-0.5700886504417345,54.44895939686688,0.8520947557124576,56.93502639310027,0.6306943551375006,53.285941949366894
"heartrate__fft_coefficient__attr_""imag""__coeff_5",6.478963819520737,263.16467685563066,9.289860822144735,262.4103731798001,6.646875109803433,257.81731178604014,6.638407866166035,264.24560102774393,12.437000323977067,260.0910890926856
"heartrate__fft_coefficient__attr_""imag""__coeff_6",2.155771067764134,223.70884080736215,5.798046461213279,220.8875312991264,3.1606286336416995,222.6460945473598,2.999164996951132,222.23946243279065,8.284814536243704,224.06202941469215
"heartrate__fft_coefficient__attr_""imag""__coeff_7",11.237410405682764,196.44333246566242,12.751241363893774,193.69095888493518,11.332750765312538,196.057461779312,12.359642929854894,195.06057427400813,15.352097693727536,188.14123835269098
"heartrate__fft_coefficient__attr_""imag""__coeff_8",3.6565699283919866,180.3202707197522,5.110534176997471,177.0258715882777,2.7803402276388405,179.01687700722508,5.577485006279701,179.84684281340822,5.9015652946861055,175.8998882526933
"heartrate__fft_coefficient__attr_""imag""__coeff_9",4.108484620050077,160.9651208774446,5.2421063828743515,161.06526835036826,4.279090784407534,161.61329653572741,5.378952115569065,161.33379089845408,6.8635922043306685,157.79824579707517
"heartrate__fft_coefficient__attr_""real""__coeff_0",34395.5098012963,6268.002652036966,34334.83697360716,6148.3893479122335,34503.89896542412,6440.665181912949,34192.18245679417,6281.911606565691,34484.76893282768,6324.2160040548815
"heartrate__fft_coefficient__attr_""real""__coeff_1",16.226021149618873,646.120376333282,13.214431134351859,652.3775822364759,18.805699088436484,640.9603640694359,16.850644215322067,649.1516880318967,13.100163472465525,649.4259028373581
"heartrate__fft_coefficient__attr_""real""__coeff_10",0.5784777769975191,126.14810315588464,-0.39728411768923694,126.15827387861731,-0.17940224407862787,127.14484879675163,-0.6843096350585539,129.05446683321566,-0.7380222387589277,122.71917004762051
"heartrate__fft_coefficient__attr_""real""__coeff_11",0.0070764590709441735,121.9477591019483,-0.4244490839762134,117.54317399460571,-0.6186863292738856,121.12198102911196,-0.1783056127280184,122.0455205225626,-0.07562033973487763,116.15929103256089
"heartrate__fft_coefficient__attr_""real""__coeff_12",-0.0255282687324722,117.909844365367,-0.2880770105520992,113.6943562293534,-0.28284691514570315,116.89544228436192,0.2358714169971313,116.06971972517887,-0.8440349340786594,111.7386307889044
"heartrate__fft_coefficient__attr_""real""__coeff_13",-1.7892673199664253,113.53964959894286,-0.8732310402633029,109.15500593063628,-2.132992966092163,111.67721087364599,-1.8556931912974568,114.98533429509548,-2.1814210048129308,108.52898621387124
"heartrate__fft_coefficient__attr_""real""__coeff_14",-1.605394334442514,107.50939699089277,-2.8094414992530767,103.31043002415737,0.4339806846679247,105.40222833888893,-1.808217615635909,108.57865543791485,-4.4103274778787895,105.41093691766346
"heartrate__fft_coefficient__attr_""real""__coeff_15",0.12062278913314718,97.84796795721908,0.9077771366350229,97.26873579662315,1.046989328259948,97.14428259427629,1.1506334130716878,102.05490198331265,1.237670552818445,99.23499506776146
"heartrate__fft_coefficient__attr_""real""__coeff_16",-0.7162164746233102,98.02152470158305,0.5122023905872091,94.65870039689243,0.4474722762041936,98.28905553892105,-0.3062387811379189,100.45744917208819,0.4592204811496529,94.237376978364
"heartrate__fft_coefficient__attr_""real""__coeff_17",-0.06597079249434817,92.0737108637969,0.4668382526817573,89.31822694685617,0.4291531697170029,91.44899705992296,0.3704721447427712,92.4324119082534,0.17370516490670124,90.29393573591
"heartrate__fft_coefficient__attr_""real""__coeff_18",-0.2742399252675987,88.18786088603628,-0.3380859160246844,86.50820732183325,-0.37889064781765697,86.77830100676195,0.03201567617316658,88.92303282520683,-0.111526687322452,86.64991453997469
"heartrate__fft_coefficient__attr_""real""__coeff_19",-0.7586398627628269,85.0423254864984,-0.2634300264143223,84.02290254335969,-0.4520928970914077,85.1144017825995,-0.29135971407993666,87.88238562831106,0.11064558100305777,82.51575655601582
"heartrate__fft_coefficient__attr_""real""__coeff_2",8.48211165720032,402.8340759230825,4.070849523758902,397.87868272265115,6.74685337462395,390.0996313523058,7.914128535125775,397.94028359279093,4.589043736182347,400.1179370525722
"heartrate__fft_coefficient__attr_""real""__coeff_20",-0.6361620284817667,83.29894759854852,0.09519435192933788,79.29100043894233,-0.9908261232994802,81.95822760225579,-0.49623988685003007,84.63878008721197,0.7658564247717092,82.10553340411589
"heartrate__fft_coefficient__attr_""real""__coeff_21",-1.0975635036841995,78.91377596034074,0.579144475988384,74.45797892890216,0.56493214946786,76.27881522138811,-0.4688760530019052,79.0293155421724,-2.396469156223949,74.78114544779723
"heartrate__fft_coefficient__attr_""real""__coeff_22",0.35958655576483795,75.3499769890081,0.2740001306534489,74.29360114971946,1.1862624512141495,76.80426364728109,0.33422925051874885,78.47506834100359,0.13219962746113476,73.99896556473624
"heartrate__fft_coefficient__attr_""real""__coeff_23",-0.1969816973221582,73.85601794363568,-0.12433331822901712,72.40891410349676,0.1029894624188892,74.33532037456409,-0.06952929009006029,74.59801455211094,0.07181410477507835,74.45537908630853
"heartrate__fft_coefficient__attr_""real""__coeff_24",0.2991503890040572,73.68622605477955,0.3096344030707209,71.69014331750567,0.6540659838937544,73.43042447865506,0.4893792389099109,75.82401003873123,-0.14695554111173995,70.9815356438885
"heartrate__fft_coefficient__attr_""real""__coeff_25",-0.12805525589165065,73.04686092235495,-0.6498137720043444,70.2716732783658,-0.4120204217980869,71.67699198280349,-0.4737300257416757,73.78689808415685,-0.4674519629371845,69.44246591686546
"heartrate__fft_coefficient__attr_""real""__coeff_26",-0.040183575199028765,69.99274781401708,-0.13758294664495288,70.1132787093888,-0.04680991569460486,68.9844272143753,0.015388313789927291,73.36190377692562,-0.07529239018320105,69.89775146128048
"heartrate__fft_coefficient__attr_""real""__coeff_27",-0.2331734817686523,69.7368513340069,-0.2919057794124787,67.32473890809717,0.27053349242662417,68.2537564194479,-0.6280597395787532,69.19356568529386,0.200639319736732,66.55941352926307
"heartrate__fft_coefficient__attr_""real""__coeff_28",0.6650675438239295,62.72214271955338,-0.7740516196688939,61.366080816054314,-1.9981039904175215,62.554222707568165,-0.16115170914526075,66.15411035926408,1.0389627794771403,62.348593933981846
"heartrate__fft_coefficient__attr_""real""__coeff_29",-0.30386029734726416,64.43827027684964,-0.3947037479709738,62.88613624994729,-0.7216133345738683,62.9154526500003,-0.7510383437030629,65.03424051655628,-1.2562020502577338,63.303844894526385
"heartrate__fft_coefficient__attr_""real""__coeff_3",5.527605473168262,306.16166860101964,4.425244951889064,305.6066206645429,5.656816489800057,293.9750485141421,4.939402651933434,307.76249226866264,5.291337258847913,304.4211364043928
"heartrate__fft_coefficient__attr_""real""__coeff_30",-0.7150716431935167,62.741987226406295,-0.5845216898190534,61.568106445709155,-0.5155752977464161,63.05744048803256,-0.70601374525732,62.95218891473501,-0.9712052122310104,60.16015255104504
"heartrate__fft_coefficient__attr_""real""__coeff_31",-0.5834399783798042,60.64911710300097,-0.4216549231279608,59.34314126963767,-0.4051040492928117,60.06324843796627,-0.4645154918800621,62.67826608238314,-0.8826789130318754,59.27317623620308
"heartrate__fft_coefficient__attr_""real""__coeff_32",-0.6429222875541987,61.68322726176379,-0.4219839832123196,60.3193920404881,-0.5271337132176498,60.8867281652993,-0.4129258737873965,61.55802991811709,-0.636506302981155,59.495090012996435
"heartrate__fft_coefficient__attr_""real""__coeff_33",-0.5668375806574064,60.62472400795549,-0.324207018967864,58.44224427453222,-0.7204361033972065,60.5194300311669,-0.08406119422293533,60.98553803565018,-1.1638664891350967,58.15838489309996
"heartrate__fft_coefficient__attr_""real""__coeff_34",-0.6283935481078834,58.16700913466892,-0.4635753872797394,56.80872522661669,-1.0971938489876285,58.796924893242,-0.7907346706917823,60.19620080054185,-1.061692147545024,58.427981185585786
"heartrate__fft_coefficient__attr_""real""__coeff_35",2.900902237418431,56.68765308796247,3.7181530508878016,54.569719350587924,3.6424506446711225,57.86359226994257,4.03476982493392,58.51507416172335,2.168374143261711,54.55558499771689
"heartrate__fft_coefficient__attr_""real""__coeff_36",0.18827451262744074,54.07716570796268,-0.1902524579840894,52.86447421746157,0.26413909133399704,55.148295018682134,0.0071535197526730624,55.25007695613679,-0.34820238872970977,55.0917586339018
"heartrate__fft_coefficient__attr_""real""__coeff_37",0.08101064434442115,53.00992742319131,0.031153710458394167,54.081079068142365,0.2487397171035185,55.781839595671464,0.03468196158523773,56.025407690442705,-0.048724656992334116,54.1951987665477
"heartrate__fft_coefficient__attr_""real""__coeff_38",-0.0328278335492539,55.263505969250296,-0.5628515910216576,53.47736223728573,-0.04126314275883268,55.50629375761383,-0.3418734967534749,55.402024284964114,-0.4646832737204669,53.449297724649455
"heartrate__fft_coefficient__attr_""real""__coeff_39",-0.4840507632535253,55.28103431774198,-0.37925567934224585,55.246843644396655,-0.2079312321847861,54.18591581913992,-0.4746760075814042,55.570870571551936,-0.6429714251158877,51.371849444728745
"heartrate__fft_coefficient__attr_""real""__coeff_4",1.4688730311702585,249.79036679504367,1.0403187414074528,249.4469420339511,2.342202302568814,236.62792456316967,2.579992514176166,251.7988491187634,2.6038874629991047,247.42079550488208
"heartrate__fft_coefficient__attr_""real""__coeff_40",-0.06307888673423183,55.49540563939794,-0.1825765566499329,53.769939692129604,0.2637637419319256,54.77711099366075,0.21940693130796615,57.003136302180536,-0.09362503616982952,52.773336578727324
"heartrate__fft_coefficient__attr_""real""__coeff_41",0.08827522523780984,53.004630351077964,-0.8989035314863304,52.5049376919452,-0.06822123494432379,51.47808363548354,-0.10902883125696627,54.426364186288936,-0.7779295312462359,51.5042137091347
"heartrate__fft_coefficient__attr_""real""__coeff_42",-0.4215593401879551,51.83604629309775,-0.9329876256578571,50.922804407261324,-1.0003694760137087,50.51131554705203,-0.036748197604174346,52.58882055890333,0.8496316393935791,49.28944644391325
"heartrate__fft_coefficient__attr_""real""__coeff_5",3.76170931933504,221.3108506446307,1.392334090651535,215.2354627968552,2.8861291713409813,213.02885714232468,3.082045794169986,215.97425198113731,2.7996615421041815,212.21020184665096
"heartrate__fft_coefficient__attr_""real""__coeff_6",0.28314934708945405,184.3310874712601,0.6717464821025999,181.66587042995837,-0.8113312012119097,183.8242062787347,-0.5949788061654152,178.68598916799252,0.0477529059902087,182.90859486454139
"heartrate__fft_coefficient__attr_""real""__coeff_7",-2.7115391766231203,168.08665292569347,-7.50177548279741,171.40648287208774,-2.323677315947432,170.46698078848559,0.044154120542500785,171.95967209900712,-4.6014765728691165,167.38578781584573
"heartrate__fft_coefficient__attr_""real""__coeff_8",1.1151804237070666,155.85767982428908,0.8734604153318634,149.27732037666058,2.0190899009084378,151.75090123881057,0.5537458616336013,154.22733492947137,0.19043548501056493,147.63490274509192
"heartrate__fft_coefficient__attr_""real""__coeff_9",0.21563098543167286,140.06424214619943,0.8034326913414481,140.61289675294486,0.6490907844866171,139.91791401216392,-0.11386748248340207,140.3622487287068,0.1696945268320635,135.49229928669092
heartrate__first_location_of_maximum,0.5040330104715253,0.31903680389149386,0.4997521960240401,0.3166440472706833,0.4978945297127122,0.3157361910300908,0.5040819355346772,0.3166207948350626,0.5077421940467076,0.3156109538943059
heartrate__first_location_of_minimum,0.4629506868485994,0.3318164550686924,0.4638021266759122,0.3314171619212887,0.4644502880040076,0.33091029950600315,0.4593687341365747,0.3331516550775981,0.4542035559441831,0.3315472556001418
heartrate__fourier_entropy__bins_10,0.3534255765100749,0.30224564776302904,0.3400755537160145,0.2915102884275203,0.3431325318158716,0.2842078555068599,0.3519849323429639,0.3017878956062792,0.341348517111699,0.2865686214698196
heartrate__fourier_entropy__bins_100,1.3155092677875335,0.8151996193563757,1.2772602219084406,0.7853768789792357,1.287404824818435,0.7823301456279491,1.3130482863941435,0.804032652242631,1.2836335053822805,0.7901293759564176
heartrate__index_mass_quantile__q_0.1,0.10164622693624648,0.0072342031611161706,0.10181907844043446,0.007289087016926595,0.10168032151502854,0.007277660409595044,0.10172763673590177,0.007394370796045251,0.1019249219708252,0.007313589937689013
heartrate__index_mass_quantile__q_0.2,0.2018681177033836,0.012406445178261146,0.20214794267221445,0.012500284793951748,0.20194208913217093,0.01250098104872948,0.20202506648251412,0.012667298714419085,0.202344822142068,0.01257426836079188
heartrate__index_mass_quantile__q_0.3,0.3019430020010101,0.015980067479133338,0.30229002928032345,0.016134395968281322,0.3020118540779749,0.016076285514963817,0.3021071474003699,0.016345482185554688,0.30253488541553303,0.016189541686481502
heartrate__index_mass_quantile__q_0.4,0.4018816214291874,0.018064434915410845,0.4022604407458801,0.01828668083138813,0.4020205001609977,0.018189077996350972,0.40210139264967204,0.01850528620463503,0.4025224371819667,0.018324619640038745
heartrate__index_mass_quantile__q_0.6,0.6016578892449042,0.018045184782735302,0.6020120203421266,0.018315157177307,0.6018001741142349,0.018120747840010682,0.6018251646161659,0.018540676437835385,0.6022576845071226,0.01831610985959206
heartrate__index_mass_quantile__q_0.7,0.701484489129468,0.016019770546035372,0.7017632917244265,0.016152178998745492,0.7016251654681046,0.015978675183717192,0.7016325319085462,0.016385146311256125,0.7019850378304527,0.01614086365264209
heartrate__index_mass_quantile__q_0.8,0.8013537485115748,0.01253278518912617,0.8015345970103781,0.012578234328561422,0.8014495605405246,0.012378845131523352,0.8014544375186035,0.012782492204544478,0.8017060152294034,0.01250427050896174
heartrate__index_mass_quantile__q_0.9,0.9012653604880324,0.007404745822303595,0.901347819386587,0.007357464108026153,0.9013070492408612,0.0072771180231104345,0.9013126889223402,0.007505179223297537,0.9014652481752016,0.007319406554853909
heartrate__kurtosis,3.300170412861813,20.92345399874442,3.282783406640884,21.30755646615112,3.2483861312004856,21.794692571302857,3.0306984455698367,19.650509160256746,2.6862997009153893,17.327124069411283
heartrate__last_location_of_maximum,0.5348656993088529,0.31851358889518705,0.5317586685159489,0.31551962455474764,0.5258625213170673,0.31610354569776056,0.5355622391432074,0.3157705897009715,0.5388041801775525,0.3143435934038419
heartrate__last_location_of_minimum,0.5390567647528227,0.33168049170848746,0.5334184003698592,0.3328465769262645,0.5379062168318383,0.3311029975095585,0.5327608870796797,0.33412128488348986,0.5245236273545393,0.3330947868602523
heartrate__lempel_ziv_complexity__bins_10,0.2754551369400569,0.0468964404646239,0.27586685159500896,0.04583746376629515,0.27570540111862635,0.04499487664624137,0.2769410168341619,0.0455256986050886,0.2767955817879324,0.04416397157017474
heartrate__lempel_ziv_complexity__bins_100,0.4752142181956588,0.09676547449206976,0.4759201725997857,0.09517121799065552,0.4767354775619245,0.09274739111884404,0.4777397156547403,0.09330111464693436,0.4770205608384658,0.09161063576560233
heartrate__lempel_ziv_complexity__bins_5,0.18766772241250207,0.035289469798983814,0.1874751117275387,0.034519969585890084,0.1872023064171828,0.034362490895035964,0.18815520865514546,0.034725417970199214,0.1880900766325404,0.03376898269593994
"heartrate__linear_trend__attr_""intercept""",81.72980063123875,16.201463304979725,81.4634290294924,15.93633862279984,81.94768951396193,16.567682094547433,81.18379025390792,16.246399946935686,81.72923289733775,16.341555439798466
"heartrate__linear_trend__attr_""pvalue""",0.05091492150089328,0.16591544410810846,0.05099444245448356,0.1670724207161897,0.05143891905886895,0.16804560011893455,0.05228987170092719,0.16823452154074026,0.049775832967220976,0.1647091665064024
"heartrate__linear_trend__attr_""rvalue""",0.021218218321738716,0.4900083707422293,0.020430971115749087,0.4940839921476338,0.01364386939292528,0.4916809836842589,0.02436515771165693,0.490598819460853,0.02952396852485153,0.4921662632982544
"heartrate__linear_trend__attr_""slope""",0.0007841065595618961,0.02745117783840289,0.0013660277442941516,0.02786922253708167,0.0009758991880901779,0.027190276330206268,0.0010795607472742245,0.02827627159931468,0.0018012400948488887,0.02780386162846278
"heartrate__linear_trend__attr_""stderr""",0.0017673810543218323,0.0010340681256301024,0.0017627460438315809,0.001011883830123596,0.0017656305058536656,0.0009848961224571964,0.0017856030122460286,0.00102380752232606,0.0017726796462802523,0.0009805787268065149
heartrate__longest_strike_above_mean,82.10827532869297,53.6527834462411,83.52673139158577,52.79968585025665,83.22814926120711,53.237761435661895,82.57257346393587,52.78696609194429,83.19739862280029,52.939064578010594
heartrate__longest_strike_below_mean,80.42523846352152,49.74870615039829,81.18498381877022,49.962705389661544,80.54683195592287,49.209418459478215,79.75804605012084,50.1001030803217,80.98482529966846,49.39533796500132
"heartrate__matrix_profile__feature_""25""__threshold_0.98",2.0912317051311597,1.191519374294037,2.0717592664622493,1.0925267655855202,2.067043936709556,1.1467818006478876,2.065977870271278,1.1675461640794524,2.0696017902441097,1.1774283669619343
"heartrate__matrix_profile__feature_""75""__threshold_0.98",3.04393027221915,1.6744631923401196,3.021187982988772,1.5632908591066836,3.014641212859405,1.590175054584932,3.019053475644091,1.6561457108018391,3.012006049912946,1.6272244346870444
"heartrate__matrix_profile__feature_""max""__threshold_0.98",4.148872684731209,2.030204473388843,4.140115953010222,1.983520650036248,4.115218862502147,1.9339213929932169,4.113629334815141,2.024446404490722,4.108755389952283,2.0056046026542984
"heartrate__matrix_profile__feature_""mean""__threshold_0.98",2.5659725976806715,1.3907941169375382,2.5470210777538282,1.2987040031460646,2.53815834794198,1.3202894869768085,2.5424715392315465,1.376409670783495,2.538540280798248,1.3561840479731164
"heartrate__matrix_profile__feature_""median""__threshold_0.98",2.5706979150534206,1.4343997011884246,2.54889086370451,1.325333799743418,2.5395575328390527,1.3575976238695822,2.547373775312439,1.4253697697283638,2.5412273429181864,1.3897282803453261
"heartrate__matrix_profile__feature_""min""__threshold_0.98",1.0746172600711137,0.654563551032047,1.0758362147327891,0.5970289629062414,1.0643216879431447,0.6148019322753989,1.0694057845815474,0.6437557994131436,1.0668765884310234,0.6289019759237103
heartrate__maximum,98.75438792872015,18.00952135018167,98.56641867091156,17.713013750951696,99.1919278085813,17.863671647800697,98.49279340220676,18.07103383668481,99.0687796938276,17.943687433503968
heartrate__mean,81.8940709554674,14.92381583818325,81.74961184192199,14.639022256933872,82.15214039386738,15.334917099792733,81.4099582304623,14.95693239658491,82.10659269720848,15.057657152511638
heartrate__mean_abs_change,1.4937937940854824,1.0321461515820731,1.4889522027648754,1.138114202435191,1.5058036518537623,1.2284688493798055,1.5543653910571718,1.2825054192513086,1.5247746780353348,1.1959689275543868
heartrate__mean_change,0.00125284792731137,0.028079908237162984,0.0017598105571790914,0.02785436142372209,0.00110034025902501,0.02755214780553978,0.001484353357157419,0.0286277249133646,0.002317197980182515,0.02798666404741025
heartrate__mean_second_derivative_central,8.614320609067578e-05,0.004791775921865983,1.5295557248235384e-05,0.004664171959745197,0.00012160801479232354,0.004924743628445685,4.482702673900429e-05,0.004980769994141121,0.00014728369716190566,0.00491332649883558
heartrate__median,81.48757325999591,15.246210178708033,81.30330177259357,14.933115023921115,81.72623844735736,15.658461503875456,80.98838452464959,15.280076678536735,81.71381488697064,15.352147980949269
heartrate__minimum,71.33241268104607,14.549671387949159,71.10103080229594,14.332972022973431,71.71629956227515,14.99935621308266,70.7147322590269,14.596542354131715,71.4861824963853,14.629122751943619
heartrate__number_peaks__n_1,88.48517659190512,29.59007509056775,88.41333333333333,30.240009132262287,88.60205359378914,29.82335784193037,89.56926599669254,29.592937643289165,88.68477429227238,30.13606557957571
heartrate__partial_autocorrelation__lag_1,0.8441813353526412,0.160951225984394,0.8511239713720592,0.15071693119171362,0.8492896940370259,0.16032716395366328,0.8420980025443806,0.17450088276654965,0.8460660684115193,0.1697015574462221
heartrate__partial_autocorrelation__lag_2,0.1518998545827863,0.15529990629868606,0.15454469214416813,0.16227723535382568,0.14878619527146753,0.15975088091430878,0.14914293545747856,0.16349805235254447,0.15597552569906453,0.1613794846857589
heartrate__partial_autocorrelation__lag_3,0.1063514867946577,0.10097828468915544,0.10507185468146878,0.1065393998382902,0.1003285989836419,0.1010078260966592,0.10561720749130378,0.10063053871580452,0.1054047785378252,0.10566408744772314
heartrate__partial_autocorrelation__lag_4,0.05052903243322145,0.1013125542304301,0.052117645904223416,0.08362305467425178,0.05134578910267736,0.0994660993721927,0.050700584934191086,0.1005802162174522,0.05255058704725533,0.10087585620936748
heartrate__partial_autocorrelation__lag_5,0.040076343214333,0.06985124766433477,0.03853337899631714,0.07167026705568731,0.039499824682294286,0.06963184610105595,0.040723592052250936,0.0705101901876062,0.04118183519804415,0.07217309587669497
heartrate__partial_autocorrelation__lag_6,0.025424664731820246,0.06630793188294969,0.02869304054639997,0.08624244271385252,0.026667644922591216,0.06561133044510728,0.027801543568353945,0.06531541681058915,0.028034014496541432,0.08614209905714272
heartrate__partial_autocorrelation__lag_7,0.027193775742851638,0.06731117286511125,0.026500551503829458,0.06295885089455568,0.027036818779119537,0.06568153331732116,0.02788444704197997,0.065644519097579,0.027133905920670498,0.06627732811096491
heartrate__partial_autocorrelation__lag_8,0.016066759510177834,0.06475288603329067,0.013321472849325463,0.20381098215438165,0.01786090876771286,0.06393049298699413,0.01813943139071339,0.06362520234843355,0.01507275016862058,0.20327338669892936
heartrate__partial_autocorrelation__lag_9,0.012221695531345712,0.4659653824981325,0.018347899319763987,0.10446785663181957,0.01444897589408929,0.4591723372826753,0.015003353852299568,0.4617425374606519,0.013750248795277328,0.4702203119791025
heartrate__percentage_of_reoccurring_datapoints_to_all_datapoints,0.9121825089922804,0.10780386277100346,0.9104838958237312,0.11292505926451744,0.9097629184406312,0.11419611723101995,0.907025944839226,0.12432718185906327,0.9105548876015884,0.11538587448491182
heartrate__percentage_of_reoccurring_values_to_all_values,0.6687419337990534,0.15663148217826758,0.6654158155278498,0.1582621257551359,0.6649212072694225,0.1585653665157011,0.665006162746234,0.16349492934273008,0.6641854672232167,0.15934158844557236
heartrate__permutation_entropy__dimension_3__tau_1,1.6431798044063477,0.2468773115763224,1.6421593096432834,0.24308793158264505,1.6463828042156203,0.23840058633180514,1.648493201093653,0.23569850214149946,1.647156092146391,0.23284922401725966
heartrate__permutation_entropy__dimension_4__tau_1,2.8395369887188164,0.4589826668553525,2.836976687174851,0.4540282189490647,2.8442399518445183,0.4440752363799852,2.8483232064560284,0.4418578671857425,2.8447664109229898,0.4387357448272905
heartrate__permutation_entropy__dimension_5__tau_1,4.089891488075739,0.7036004490179842,4.086527450640204,0.6982741208730902,4.095800585825579,0.6810309074865227,4.103080686094045,0.6796523189316327,4.097289525095932,0.6770780608744624
heartrate__permutation_entropy__dimension_6__tau_1,5.026636974472258,0.8573163057220076,5.023499359491296,0.8502008990263634,5.03434050468904,0.8297104068802851,5.042985865064893,0.8298182382474922,5.036136876870284,0.8257113431243503
heartrate__permutation_entropy__dimension_7__tau_1,5.4703786636993605,0.8601711426302739,5.467663799374519,0.8487730596322853,5.480387228061959,0.8314788117090783,5.487477143833128,0.8317630210131516,5.480589355161501,0.8223402188945677
heartrate__quantile__q_0.1,75.69941575078724,14.567682941464286,75.57493916772785,14.201552359115253,75.96386327873519,15.10291122852577,75.12975306863284,14.497373304724018,75.83495300532722,14.679098981783614
heartrate__quantile__q_0.2,77.39987618483339,14.761284564344358,77.27012957152907,14.403185434028337,77.67204473879755,15.269287667987909,76.85888013348169,14.720378771227743,77.55974239594694,14.8580302986079
heartrate__quantile__q_0.3,78.81762964798466,14.907094289892399,78.67858754399045,14.565555607865898,79.09000522249123,15.402614317757699,78.30052579063467,14.888049143619176,79.01680059240763,15.000646268147907
heartrate__quantile__q_0.4,80.17921553955816,15.092293997158931,79.99499539979355,14.761104537535761,80.42150479174772,15.546225590692297,79.66238949493406,15.098751976589663,80.38420614321933,15.186127817577566
heartrate__quantile__q_0.6,82.84621204686404,15.405033496117706,82.67579994977052,15.121716265280678,83.07858107223146,15.781942460666265,82.36694005883312,15.471745300065516,83.07771189662978,15.531199875026614
heartrate__quantile__q_0.7,84.33097854280247,15.587187636612553,84.16399479878045,15.339068009628788,84.56276413150422,15.925146201556835,83.86332317692475,15.690854519676245,84.57886919472541,15.739767874600458
heartrate__quantile__q_0.8,86.09473502319615,15.790528505928252,85.9804470200097,15.572112098884599,86.33319784877413,16.063947492359937,85.68047493345469,15.936441902204376,86.34082062883543,15.932237641163633
heartrate__quantile__q_0.9,88.60314933804801,16.064463628686276,88.51854957612694,15.933419941741958,88.85695101888865,16.21892363212688,88.23475868811005,16.215031880960094,88.85685337202065,16.19463192789792
heartrate__ratio_beyond_r_sigma__r_1,0.3001212266293473,0.08918286054403565,0.3010343658498994,0.0887434554846719,0.30073491705723143,0.08810603553054394,0.30154711929295297,0.08794246914872351,0.30256312165263943,0.08766086732298789
heartrate__ratio_value_number_to_time_series_length,0.2184737107010896,0.1650137277571082,0.22027215287409527,0.16734748485196466,0.22065370350494304,0.1677512307027895,0.22354601680387268,0.1734269589485028,0.2181370763046358,0.1658839996305543
heartrate__root_mean_square,82.11734960349312,14.9315167143349,81.97176892494538,14.654630310608606,82.37276516664579,15.32510878026181,81.63952090417634,14.969368232420473,82.3279750630192,15.065142225068918
heartrate__sample_entropy,0.8398058117888784,0.4622347032745061,0.8354355448750515,0.4573076008202697,0.8379033167255358,0.4614934454526192,0.8414690090142238,0.4577323360229582,0.8408016542502055,0.4559680353960553
heartrate__skewness,0.5401081599641135,1.5887389818370703,0.5280230384810247,1.5877119808325466,0.5874322159692168,1.5553899812818317,0.5545078637302362,1.5201779712356576,0.5297338375342711,1.4146835400813298
heartrate__spkt_welch_density__coeff_2,983.2153556202263,2224.733341903453,990.3834451636267,2212.003389085011,917.928071071767,1779.3959901881733,982.6422831512093,2238.745879944701,961.9832513487737,2145.632903823199
heartrate__spkt_welch_density__coeff_5,222.36943934827698,625.6357166787617,216.43714392646743,614.6605174075174,220.48147218399524,613.3991204989737,221.4103081847101,627.5705277177166,203.4754509436821,390.5343082688798
heartrate__spkt_welch_density__coeff_8,118.29776872338604,404.482081379941,112.81229301794514,232.04582263392675,114.49501926150093,393.8949811517069,119.81485906673514,406.7481470522112,111.2872364818805,204.6426954749957
heartrate__standard_deviation,5.224608937801472,3.0908933835962067,5.229440470667839,3.079291094567882,5.222230849412344,2.9539552350396847,5.29570566708859,3.1237372532403223,5.262391878343124,2.9892501885105163
heartrate__sum_of_reoccurring_data_points,31219.401832173215,6712.3344374313565,31103.160122588983,6689.77004940222,31260.00406523919,7034.978453717517,30837.039209769748,6980.04986362006,31252.030792144888,6928.104582401164
heartrate__sum_of_reoccurring_values,4590.383523201853,3021.6752075866248,4586.262597152101,3015.409265761589,4594.355898447275,3010.9665373164535,4553.306009795195,2970.56279219831,4523.904247258354,2943.759196736486
